## Python Version: 2.7.11
## Psychopy Version:1.85.2
## iViewX Version: 4.4.0
## iViewX API Version: 4.4.0
## Eyetracker Sampling Rate: 60
## Calib Matrix: [[ 14.29411294   1.32790604], [ -5.21964557   1.34478597], [  7.49635237   1.3119704 ], [ -5.45542969   1.34428431]]
1550746823.7;1885847245;-1;MSG;START calibration
1550746823.7;1885853107;-1;MSG;AC at 0.000000 0.000000
1550746823.71;1885840857;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1885840857;nan;nan;nan;0;nan;nan;nan;0
1550746823.73;1885874192;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1885874192;nan;nan;nan;0;nan;nan;nan;0
1550746823.82;1885940651;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1885940651;nan;nan;nan;0;nan;nan;nan;0
1550746823.83;1885973976;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1885973976;nan;nan;nan;0;nan;nan;nan;0
1550746823.88;1886007396;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1886007396;nan;nan;nan;0;nan;nan;nan;0
1550746823.92;1886040680;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1886040680;nan;nan;nan;0;nan;nan;nan;0
1550746823.93;1886074005;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1886074005;nan;nan;nan;0;nan;nan;nan;0
1550746823.97;1886107266;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1886107266;nan;nan;nan;0;nan;nan;nan;0
1550746824.01;1886140629;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1886140629;nan;nan;nan;0;nan;nan;nan;0
1550746824.07;1886207296;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;1886207296;nan;nan;nan;0;nan;nan;nan;0
1550746824.09;1886240536;0;-14.3616307446;-2.24706565996;-22.8621265109;4.92132095574;4.15522122775;3.7982214518;-35.2452669704;198.910754628;531.309018942;5.2122876762;228.605106404;628.887518507;1886240536;-0.152939466294;0.0459076981011;0.442337835789;1;0.0126605291984;0.00788269376284;0.102838294326;1
1550746824.12;1886273896;0;-14.471229768;-2.45961401594;nan;nan;3.96783656144;0.0;-47.0818746252;198.109518094;532.658378258;nan;nan;nan;1886273896;-0.201566411448;0.036767109758;0.439024689262;1;nan;nan;nan;0
1550746824.16;1886307345;0;-14.5881025087;-2.54727456634;-14.9729082127;-3.42217235904;3.85838558913;3.73702823698;-55.1924118129;197.38815478;532.6251946;-13.7501424204;196.108200337;533.92540437;1886307345;-0.235228617225;0.0318480099233;0.439951033335;1;-0.0614425096082;0.0195157269972;0.437337608922;1
1550746824.22;1886373854;0;-14.4781731139;-3.00578913616;-15.1144860331;-3.41696239082;3.71885561407;3.73034784446;-63.4913197205;195.497484614;524.165400214;-24.3996631722;201.117713301;537.249180984;1886373854;-0.273593906255;0.0402022311562;0.468605212133;1;-0.104398491396;0.045029157905;0.421215333258;1
1550746824.26;1886407135;0;nan;nan;-15.0020413019;-3.46839249594;0.0;3.73722468192;nan;nan;nan;-27.0013009861;202.609863212;535.023121608;1886407135;nan;nan;nan;0;-0.115262305151;0.0610276271883;0.4264868874;1
1550746824.29;1886440550;0;nan;nan;-15.1277336319;-3.55709749508;0.0;3.74281767033;nan;nan;nan;-28.4402511538;204.34925908;534.296137004;1886440550;nan;nan;nan;0;-0.12133044984;0.0743917835435;0.426780999545;1
1550746824.33;1886473787;0;nan;nan;-15.1237161399;-3.42543513852;0.0;3.74364698506;nan;nan;nan;-28.913696542;205.377175584;533.232059681;1886473787;nan;nan;nan;0;-0.123402309416;0.0847255474447;0.428942124406;1
1550746824.36;1886507100;0;nan;nan;-15.0598963146;-3.64994181816;0.0;3.75601980399;nan;nan;nan;-28.6445944774;205.84025997;532.427763187;1886507100;nan;nan;nan;0;-0.122369417954;0.0893606250812;0.430933482049;1
1550746824.39;1886540488;0;-8.59263075107;-10.4920366319;-9.41780669757;-13.6864442378;3.61991464129;3.80177544818;-65.2118222619;199.224053507;521.826193031;-27.4357695412;204.345820064;529.607860956;1886540488;-0.27869448179;0.0671270354259;0.471683792471;1;-0.115587035069;0.0797379608805;0.441470048277;1
1550746824.43;1886573970;0;nan;nan;-9.55177612855;-14.8576838081;0.0;3.84602840019;nan;nan;nan;-26.0245104156;203.277579805;528.305705273;1886573970;nan;nan;nan;0;-0.110062856138;0.074908046346;0.446766667522;1
1550746824.46;1886607199;0;nan;nan;-9.7163342162;-14.4079208619;0.0;3.86630354209;nan;nan;nan;-24.5260866975;202.35046728;527.932874934;1886607199;nan;nan;nan;0;-0.104167642022;0.0698762993965;0.448991457778;1
1550746824.49;1886640467;0;nan;nan;-9.74973661135;-14.1515380035;0.0;3.85761166081;nan;nan;nan;-23.266754804;201.842723948;527.691363269;1886640467;nan;nan;nan;0;-0.099027720851;0.0673302141753;0.450326808364;1
1550746824.53;1886673708;0;nan;nan;-9.78591402111;-14.256522632;0.0;3.86095033557;nan;nan;nan;-22.2399330634;201.370386421;526.62716729;1886673708;nan;nan;nan;0;-0.0949101617887;0.0667229602996;0.454198695224;1
1550746824.56;1886707030;0;nan;nan;-9.87353613398;-14.3435565765;0.0;3.86508962923;nan;nan;nan;-21.3584550744;201.308586647;526.450115058;1886707030;nan;nan;nan;0;-0.0914253150737;0.0667098080078;0.454823733367;1
1550746824.59;1886740340;0;nan;nan;-9.92457979529;-14.4181295588;0.0;3.86392091999;nan;nan;nan;-20.5839019141;201.326213087;526.696475951;1886740340;nan;nan;nan;0;-0.0881697360199;0.0662180030596;0.454031959667;1
1550746824.62;1886773943;0;nan;nan;-10.0587482826;-14.4379457968;0.0;3.85108577757;nan;nan;nan;-19.9473464556;201.0727766;526.891311243;1886773943;nan;nan;nan;0;-0.0856103042565;0.0637896672577;0.45371060999;1
