## Python Version: 2.7.11
## Psychopy Version:1.85.2
## iViewX Version: 4.4.0
## iViewX API Version: 4.4.0
## Eyetracker Sampling Rate: 60
## Calib Matrix: [[ 14.29411294   1.32790604], [ -5.21964557   1.34478597], [  7.49635237   1.3119704 ], [ -5.45542969   1.34428431]]
1536052586.38;5386942563;0;nan;nan;-11.8593763364;-12.5786176667;0.0;4.4176875295;nan;nan;nan;33.084130709;174.116868833;570.386504381;5386942563;nan;nan;nan;0;0.127731447323;-0.218480338798;0.348201781346;1
1536052586.38;5386945940;-1;MSG;START calibration
1536052586.38;5386945940;-1;MSG;AC at 0.000000 0.000000
1536052586.45;5387009158;0;-24.2159248244;-14.0573294581;-12.0986468587;-13.1440476171;4.69155604902;4.4653499523;-14.0019597715;198.310276458;620.813247977;31.4416241169;174.764135291;569.733061658;5387009158;-0.0580275822666;-0.16568564517;0.162667542709;1;0.121136183733;-0.213115631613;0.349510638472;1
1536052586.48;5387042419;0;-21.6366059185;-14.6293017965;nan;nan;4.63316131779;0.0;-14.4642332349;196.116635419;613.435606792;nan;nan;nan;5387042419;-0.0597465456341;-0.165001956922;0.188277490719;1;nan;nan;nan;0
1536052586.51;5387075749;0;nan;nan;-10.8674659438;-14.1588931887;0.0;4.4869132231;nan;nan;nan;30.130271699;174.818970785;568.843397731;5387075749;nan;nan;nan;0;0.116679354985;-0.211775445247;0.352234824417;1
1536052586.55;5387109178;0;nan;nan;-10.8992227726;-12.8259702421;0.0;4.53304328067;nan;nan;nan;29.5394043032;174.637906022;568.361673255;5387109178;nan;nan;nan;0;0.114319118075;-0.210821314406;0.353950160191;1
1536052586.58;5387142980;0;-22.0229888673;-14.5591039706;nan;nan;4.59666654009;0.0;-16.1126487851;196.236434507;613.589209435;nan;nan;nan;5387142980;-0.0659265468518;-0.164470434816;0.187659780812;1;nan;nan;nan;0
1536052586.61;5387175753;0;-21.5442182837;-13.4405638562;-12.1899434756;-13.55906134;4.58548567034;4.46971761443;-16.3286595114;195.862833996;611.948069356;28.8293489315;174.995801401;568.605438288;5387175753;-0.066738874463;-0.162717197301;0.193226267887;1;0.110995181964;-0.20953139552;0.352778588085;1
1536052586.65;5387209072;0;-21.3135102174;-14.5505486182;-11.086864858;-13.4860665923;4.54913925898;4.48002894287;-16.4395104217;195.52144247;609.99346364;28.6230268348;175.780993582;569.730504995;5387209072;-0.0672790189135;-0.161762360773;0.199737905711;1;0.110304778669;-0.206597600828;0.348359360002;1
1536052586.68;5387242344;0;-21.5842982467;-15.6861656393;-11.1750597642;-13.1414909666;4.53472212898;4.44393123118;-16.6211891349;196.397606891;611.43920478;28.5880223778;176.69161753;570.686052904;5387242344;-0.067874462535;-0.159920290176;0.194210511838;1;0.109885690903;-0.202263473308;0.344328116495;1
1536052586.71;5387275666;0;nan;nan;-11.704789935;-12.5527919396;0.0;4.44130864225;nan;nan;nan;28.5777385368;177.873840151;572.462884823;5387275666;nan;nan;nan;0;0.109250436308;-0.197296190125;0.337414717187;1
1536052586.75;5387309437;0;nan;nan;-12.5578973623;-12.4990754749;0.0;4.41076568765;nan;nan;nan;28.4314097917;178.660059637;573.261396939;5387309437;nan;nan;nan;0;0.108176379609;-0.193824307964;0.334017187703;1
1536052586.78;5387342310;0;nan;nan;-12.3444201012;-12.8989042239;0.0;4.40936552968;nan;nan;nan;28.2832870078;179.401566322;574.177018941;5387342310;nan;nan;nan;0;0.107533038549;-0.191235163808;0.330303809498;1
1536052586.81;5387375653;0;nan;nan;-9.41442697578;-15.4155165345;0.0;4.46459280587;nan;nan;nan;28.0552571883;179.678231986;573.264914576;5387375653;nan;nan;nan;0;0.10792231929;-0.189203863669;0.332845384537;1
1536052586.85;5387408950;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387408950;nan;nan;nan;0;nan;nan;nan;0
1536052586.88;5387442315;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387442315;nan;nan;nan;0;nan;nan;nan;0
1536052586.94;5387508915;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387508915;nan;nan;nan;0;nan;nan;nan;0
1536052586.98;5387542237;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387542237;nan;nan;nan;0;nan;nan;nan;0
1536052587.02;5387575832;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387575832;nan;nan;nan;0;nan;nan;nan;0
1536052587.04;5387609498;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387609498;nan;nan;nan;0;nan;nan;nan;0
1536052587.08;5387642243;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387642243;nan;nan;nan;0;nan;nan;nan;0
1536052587.12;5387675531;0;-14.8472920843;8.37870284385;nan;nan;4.40576121451;0.0;-19.5785982047;201.487773842;616.044507974;nan;nan;nan;5387675531;-0.0763864841706;-0.124760470152;0.173982148311;1;nan;nan;nan;0
1536052587.14;5387708840;0;-17.807417971;1.9012623842;nan;nan;4.40883106869;0.0;-19.4135483514;202.870936037;622.75085208;nan;nan;nan;5387708840;-0.0757753722636;-0.133456741822;0.151398910308;1;nan;nan;nan;0
1536052587.18;5387742172;0;nan;nan;26.8980870588;-4.34744486696;0.0;4.53691605509;nan;nan;nan;31.415341796;209.771001883;659.906471493;5387742172;nan;nan;nan;0;0.115024422135;-0.167113804778;0.0271495006659;1
1536052587.21;5387775686;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387775686;nan;nan;nan;0;nan;nan;nan;0
1536052587.25;5387808886;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387808886;nan;nan;nan;0;nan;nan;nan;0
1536052587.28;5387842176;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387842176;nan;nan;nan;0;nan;nan;nan;0
1536052587.32;5387875459;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387875459;nan;nan;nan;0;nan;nan;nan;0
1536052587.35;5387908923;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387908923;nan;nan;nan;0;nan;nan;nan;0
1536052587.38;5387942177;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387942177;nan;nan;nan;0;nan;nan;nan;0
1536052587.41;5387975499;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5387975499;nan;nan;nan;0;nan;nan;nan;0
1536052587.44;5388008778;0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;5388008778;nan;nan;nan;0;nan;nan;nan;0
